Open report Compliance Exceptions Dashboard,فتح تقرير لوحة استثناءات الامتثال
Open report Expiring Policies Report,فتح تقرير تقرير بند واجهة
Open report Uninsured Assets Report,فتح تقرير تقرير بند واجهة
Open Work Order,فتح عمل أمر
Operating Cycles,بند واجهة
Operating Scenarios,سيناريوهات التشغيل
Operational,بند واجهة
Operational Monitoring,بند واجهة
Operational Risk,المخاطر التشغيلية
Operational Status,بند واجهة
Operations,بند واجهة
Operations Desk,بند واجهة
Optional defaults copied to new assets in this category (can be overridden per asset).,بند واجهة
Other,أخرى
Out of Service,بند واجهة
Overdue,متأخر
Overview,نظرة عامة
Owner,المالك
Owner reporting & trust accounting,تقارير الملاك والحسابات الائتمانية
Owner Statement,كشف حساب المالك
Parallel depreciation ledger (SAP FI-AA multi-book). Default Local — existing assets unchanged.,بند واجهة — بند واجهة
Parent Asset,بند واجهة
Parent asset cannot be the same asset.,بند واجهة
Parent asset does not exist.,بند واجهة
Parent asset must belong to the same company.,يجب أن بند واجهة ينتمي إلى نفس الشركة.
Parent Category,بند واجهة
Parent category must belong to the same company.,يجب أن بند واجهة ينتمي إلى نفس الشركة.
Parent Location,بند واجهة
Parent-Child,بند واجهة
Parking,بند واجهة
Partial Shutdown,بند واجهة
Pass,بند واجهة
Pattern Drift,بند واجهة
Payload JSON,JSON — بند واجهة
Payment Entry,سند قبض/صرف
Payment Plan Item,بند خطة السداد
Pending,قيد الانتظار
Pending Approval,قيد الانتظار موافقة
Pending Review,قيد الانتظار مراجعة
Period (YYYY-MM),بند واجهة
Permit Milestone,معلم التصريح
Phone,الهاتف
Photo,بند واجهة
Photo / attachment,بند واجهة / مرفق
Photos & documents,بند واجهة و المستندات
Pillowcase,بند واجهة
Planned,مخطط
planned,مخطط
Planned End,مخطط النهاية
Planned End cannot be before Planned Start.,بند واجهة
Planned Start,مخطط بدء
Plant,بند واجهة
Platform & Administration,المنصة والإدارة
PMC Lease Liability Schedule,جدول التزام الإيجار IFRS 16
PMC Leasing Mandate,تفويض تأجير
PMC Management Agreement,اتفاقية إدارة
PMC Management Fee Summary,ملخص رسوم الإدارة
PMC Occupancy Summary,ملخص الإشغال
PMC Owner Statement,كشف حساب المالك
PMC Owner Statement Register,سجل كشوف الملاك
PMC Property,عقار
PMC Property Unit,وحدة عقارية
PMC Rent Aging,أعمار الإيجارات
PMC Rent Billing Register,سجل فوترة الإيجار
PMC Rent Roll,سجل الإيجارات
PMC Rental Contract Register,سجل عقود الإيجار
Policy name is required.,سياسة الاسم is مطلوب .
Policy Number,سياسة الرقم
Policy Reference,مرجع الوثيقة
Policy Status,سياسة الحالة
Pool,بند واجهة
Pool Towel,بند واجهة
Poor,بند واجهة
Portfolio & asset registry,المحفظة وسجل الأصول
Posted depreciation trend,بند واجهة
Posting,ترحيل
Posting Date,ترحيل التاريخ
Posting date,تاريخ الترحيل
Posting date cannot be before depreciation start date on the asset.,بند واجهة
Posting Reference,ترحيل المرجع
Postings,بند واجهة
Predictive,بند واجهة
Predictive maintenance for {0},بند واجهة
Pressure,بند واجهة
Preventive,بند واجهة
Previous asset status,بند واجهة
Priority,الأولوية
Probability Score,بند واجهة
Problem,بند واجهة
Proceeds,بند واجهة
Proceeds & GL,بند واجهة و GL
Proceeds (cash),بند واجهة
Processing,قيد المعالجة
Procurement link,المشتريات رابط
Procurement Reference,المشتريات المرجع
Profile,الملف الشخصي
Profile Name,الملف الشخصي الاسم
Profit and Loss,الأرباح والخسائر
Profit and loss expense (Dr on depreciation),بند واجهة
Project EV,القيمة المكتسبة للمشروع
Projects & Services,المشاريع والخدمات
Projects PM,إدارة المشاريع
Property,عقار
Property Management,إدارة العقارات
Property Name,عقار الاسم
Property Sales Booking Register,سجل حجوزات البيع
Property Sales Lead,عميل مبيعات عقارية
Property Type,عقار النوع
"Property, plant and equipment — cost or revaluation model; depreciate depreciable amount over useful life.",بند واجهة — بند واجهة
Provide revalued amount or condition assessment.,بند واجهة
Provide SVG content or attach a floor plan image.,بند واجهة
Provider,مزود
Purchase Date,شراء التاريخ
Purchase Invoice,فاتورة شراء
Purchase Order,شراء أمر
Purchase Register,سجل المشتريات
Purchased,بند واجهة
QR Code,QR الرمز
QR Code Image,QR الرمز صورة
QR payload,بند واجهة
Quality Result,الجودة النتيجة
Quality Score,بند واجهة
Quantities,بند واجهة
Rapid Degradation,بند واجهة
RE BOQ,جدول كميات التطوير
RE Development,التطوير العقاري
RE Handover Package,حزمة التسليم
RE Marketing,التسويق العقاري
RE Permit Milestone,معلم التصريح
RE Project EV,القيمة المكتسبة للمشروع
RE Subcontract Commitment,التزام مقاول باطن
RE Unit Inventory,مخزون وحدات التطوير
RE unit inventory (sales),مخزون وحدات البيع
RE Unit Inventory Overview,نظرة عامة على مخزون الوحدات
Reader,بند واجهة
Reader Device,بند واجهة
Reader ID,ID — بند واجهة
Reader Name,بند واجهة
Reader Type,بند واجهة
Reading Time,بند واجهة
Ready,بند واجهة
Real Estate,العقارات
Reason,السبب
Reclassified,بند واجهة
Recommend Shutdown,بند واجهة
Recommendation,التوصية
Recommendation Date,التوصية التاريخ
Recommendations,بند واجهة
Recurrence,تكرار
Redundant,بند واجهة
Reference DocType,نوع المستند المرجعي
Reference Doctype,المرجع نوع المستند
Reference Name,المرجع الاسم
Refresh,تحديث
Registration,بند واجهة
Rejected,مرفوض
Related Asset,بند واجهة
Relationship Type,بند واجهة
Reliability %,بند واجهة
Reliability & Health,بند واجهة و بند واجهة
Reliability Report,تقرير بند واجهة
Reliability Score,بند واجهة
Reliability Weight,بند واجهة
Reload,إعادة تحميل
Remarks,ملاحظات
Renewal Date,بند واجهة
Rent Aging,أعمار الإيجارات
Rent billing register,سجل فوترة الإيجار
Rent Billing Run,تشغيل فوترة الإيجار
Rent Roll,سجل الإيجارات
Rental Contract,عقد إيجار
Rental contract register,سجل عقود الإيجار
Repair,بند واجهة
Repair Efficiency,بند واجهة
Repeated,بند واجهة
Replace,بند واجهة
Replacement candidate: low NBV ratio or poor health.,بند واجهة
Replacement Forecast Report,تقرير بند واجهة
Replacement Projection,بند واجهة
Replacement Recommendation,بند واجهة
Replacement Warning,بند واجهة
Report,تقرير
Requested,بند واجهة
Requires Work Order,يتطلب عمل أمر
Reservation register,سجل الحجوزات
Reservations & unit holds,الحجوزات وحجز الوحدات
Residual value,بند واجهة
Residual value cannot exceed acquisition cost.,بند واجهة
Resolution,بند واجهة
Resolution Notes,بند واجهة
Resort,بند واجهة
Response Type,بند واجهة
Restaurant,المطاعم
Result,النتيجة
Result Action,النتيجة إجراء
Result action,النتيجة إجراء
Result Detail,بند واجهة
Result DocType,النتيجة نوع المستند
Result Name,النتيجة الاسم
Results & evidence,بند واجهة و دليل
Retire,بند واجهة
Return,ارجع
Return from maintenance wizard,ارجع من صيانة معالج
"Return here for shortcuts, charts, and lists for **Asset Insurance**.",ارجع هنا للاختصارات والمخططات والقوائم لـ **تأمين الأصول**.
"Return here for shortcuts, charts, and lists for **Audit & Compliance**.",ارجع هنا للاختصارات والمخططات والقوائم لـ **التدقيق والامتثال**.
"Return here for shortcuts, charts, and lists for **Core ERP**.",ارجع هنا للاختصارات والمخططات والقوائم لـ **ERP الأساسي**.
"Return here for shortcuts, charts, and lists for **Fixed assets**.",ارجع هنا للاختصارات والمخططات والقوائم لـ **بند واجهة**.
Returned Quantity,بند واجهة
Returned quantity cannot exceed issued quantity.,بند واجهة
revaluation,بند واجهة
Revaluation Model,بند واجهة
Revalued Amount,بند واجهة
Revalued amount is close to current net book value.,بند واجهة
Revalued Amount must be positive,بند واجهة
RFID,RFID
RFID assignment,RFID — بند واجهة
RFID detected asset at {0},RFID — بند واجهة
RFID Event,RFID حدث
RFID Gateway,RFID — بند واجهة
RFID movement: {0} → {1},RFID — بند واجهة
RFID Operator,RFID — بند واجهة
RFID Reader,RFID — بند واجهة
RFID Scan,RFID — بند واجهة
RFID scan at {0},RFID — بند واجهة
RFID Scan Log,RFID — بند واجهة
RFID Tag,RFID — بند واجهة
RFID Tag already assigned to Fixed Asset {0},RFID — بند واجهة
RFID tag is required.,RFID — بند واجهة
RFID Tag must be unique. Existing linen: {0},RFID — بند واجهة
rfid_assignment,بند واجهة
Right,بند واجهة
Risk Level,بند واجهة
Risk Score,بند واجهة
Room,بند واجهة
Room Assets,بند واجهة
Room Number,بند واجهة
Room Type,بند واجهة
Rule Name,اسم القاعدة
Running total of units posted via depreciation entries (UoP).,بند واجهة
Runtime,بند واجهة
Runtime Hours,بند واجهة
Safety cap per monthly run.,بند واجهة
Safety Critical,السلامة حرج
Sales Booking,حجز بيع
Sales booking register,سجل حجوزات البيع
Sales Commission Accrual,استحقاق عمولات المبيعات
Sales Commission Schedule,جدول عمولات المبيعات
Sales Invoice,فاتورة مبيعات
Sales Lead,عميل محتمل
Sales Portal,بوابة المبيعات
Sales Register,سجل المبيعات
Save,حفظ
Scan Mismatch,بند واجهة
Scan Result,بند واجهة
Scan Status,بند واجهة
Scan Time,بند واجهة
Schedule & costs,الجدول و بند واجهة
Score,بند واجهة
Search or type a command,ابحث أو اكتب أمرًا
Search or type a command ({0}),ابحث أو اكتب أمرًا ({0})
Seen,بند واجهة
Select a company in the desk navbar to view this dashboard.,بند واجهة
Select a leaf category with GL accounts.,GL — بند واجهة
Sell,المبيعات
Sensor Silence,بند واجهة
Sensor Stability Weight,بند واجهة
Sensor State,بند واجهة
Sequence Number,بند واجهة
Serial Number,بند واجهة
Serial number or physical tag on the asset label.,بند واجهة
Series,سلسلة
Service Area,بند واجهة
Service Provider,بند واجهة
Serviced Apartments,بند واجهة
Services,الخدمات
Set a depreciation method on the asset.,بند واجهة
Set a positive annual rate for declining balance depreciation.,بند واجهة
Set a positive default declining balance annual rate %.,بند واجهة
Set by capitalization posting; may be zero until acquisition is submitted.,بند واجهة
Set default total estimated units for units-of-production.,بند واجهة
Set {0} on the asset or category.,بند واجهة
Settings,الإعدادات
Settled,مسوّى
Severity,الشدة
Shortage,بند واجهة
Shortcut,اختصار
Shutdown,بند واجهة
Signal Strength,بند واجهة
Signature,التوقيع
Silent,بند واجهة
Site,الموقع
Size,بند واجهة
SLA Breach,SLA — بند واجهة
SLA Due,SLA — بند واجهة
SLA Hours,SLA — بند واجهة
SME Microfinance,التمويل متناهي الصغر
SME Retail Finance,تمويل المنشآت والتجزئة
Snapshot Time,بند واجهة
Source,المصدر
Source of funding: e.g. bank or accounts payable (Cr on acquisition).,بند واجهة
Spa,بند واجهة
Spa Linen,بند واجهة
Stable identifier for mobile scan APIs (e.g. FA name or UUID).,UUID — بند واجهة
Staff Uniform,بند واجهة
Standard,بند واجهة
Star Classification,بند واجهة
Start Date,تاريخ البدء
Status,الحالة
Status Name,الحالة الاسم
Step Data (JSON),JSON — بند واجهة
Stock,المخزون
Stock item,مخزون الصنف
Straight Line,بند واجهة
Strategy,بند واجهة
Strategy Name,بند واجهة
Strategy Type,بند واجهة
Subcontract,مقاول باطن
Submit,إرسال
Submit entries automatically,بند واجهة
Submit only after workflow status is Approved.,بند واجهة
Submitted,مُرسل
Success,نجاح
Suggested (IAS 16),بند واجهة
Suite,بند واجهة
Supplier,المورد
Supplier Reference,المورد المرجع
Supporting Attachment,مرفق داعم
SVG Content,بند واجهة
Swimming Pool,بند واجهة
System Automation,بند واجهة
System Group,بند واجهة
System Manager,مدير النظام
System suggestion for this period; adjust posting date or units (UoP) and match your policy.,بند واجهة
Table Linen,بند واجهة
Tagged,بند واجهة
tagged,بند واجهة
Task List,قائمة المهام
Tax,بند واجهة
Temperature,بند واجهة
Template Name,اسم القالب
Text,بند واجهة
This asset is already capitalized.,بند واجهة
This Month,هذا الشهر
This policy is disabled.,هذا سياسة is معطّل .
This Week,هذا الأسبوع
Threshold Breach,بند واجهة
Timezone,المنطقة الزمنية
Title,العنوان
To Hotel Property,بند واجهة
To Hotel Room,بند واجهة
To Location,إلى الموقع
To Property,إلى عقار
To Room,بند واجهة
Today,اليوم
ToDo,مهمة
Token Last Rotated,بند واجهة
Total active assets,بند واجهة
Total Assets,بند واجهة
Total Attachments,الإجمالي مرفقات
Total estimated units (UoP),بند واجهة
Total estimated units is required for units-of-production depreciation.,بند واجهة
Total net book value,بند واجهة
Total Rooms,بند واجهة
Tourism,السياحة
Tracking,بند واجهة
Trading,التجارة
Trading & Manufacturing,التجارة والتصنيع
Transfer,بند واجهة
transfer,بند واجهة
Transfer Owner,بند واجهة
transferred,بند واجهة
Trial Balance,ميزان المراجعة
Type,النوع
Typed name or reference; use attachment for captured signature image.,بند واجهة
Unable to process RFID scan.,RFID — بند واجهة
Unauthorized Movement,بند واجهة
Under Review,قيد المراجعة
under_maintenance,بند واجهة
Uninsured Assets Report,تقرير بند واجهة
Unit,وحدة
Unit Inventory,مخزون الوحدات
Unit inventory & sales readiness,مخزون الوحدات وجاهزية البيع
Unit inventory overview,نظرة عامة على مخزون الوحدات
Unit Reservation,حجز وحدة
Unit Reservation Register,سجل حجز الوحدات
Units depreciated to date,بند واجهة
Units of Production,بند واجهة
Units this run (UoP),بند واجهة
Unknown,غير معروف
Unknown asset,بند واجهة
Unknown RFID gateway.,RFID — بند واجهة
Unknown wizard type.,غير معروف معالج النوع .
Unknown wizard type: {0},غير معروف معالج النوع : { 0 }
Unrated,بند واجهة
Unscanned Assets,بند واجهة
Unusual movement: {0} RFID moves in {1} minutes.,RFID — بند واجهة
Update,تحديث
Uploaded By,بند واجهة
Uptime (hours),بند واجهة
Usage Count,بند واجهة
Useful life (months),بند واجهة
Useful life in months is required for straight-line depreciation.,بند واجهة
User,مستخدم
Utilization,بند واجهة
Validation,بند واجهة
Valuation Basis,بند واجهة
Value,بند واجهة
Vehicle Finance,تمويل المركبات
Verification date,بند واجهة
Verified by,بند واجهة
Vibration,بند واجهة
Video,بند واجهة
Warehouse,المستودع
Warning Threshold,بند واجهة
Warranty,الضمان
Warranty & supply chain,الضمان و بند واجهة
Warranty end,الضمان النهاية
Warranty End Date,الضمان النهاية التاريخ
Warranty Expiring Assets,بند واجهة
Warranty reference / policy,الضمان مرجع / سياسة
Warranty start,الضمان بدء
Warranty Supplier,الضمان المورد
Warranty terms / coverage,بند واجهة / بند واجهة
Warranty vendor,بند واجهة
Warranty Warning,الضمان تحذير
Wash Count,بند واجهة
Washed,بند واجهة
Watch,بند واجهة
Wing / Zone,بند واجهة / بند واجهة
Wizard Data,بند واجهة
Wizard executor not implemented.,بند واجهة
Wizard session was cancelled.,بند واجهة
Wizard Type,معالج النوع
Work Order Type,عمل أمر النوع
Workflow status,بند واجهة
Workspace,مساحة العمل
Workspace {0} not found.,بند واجهة
Workspaces,مساحات العمل
Write-Off Amount,بند واجهة
Write-Off Reason,بند واجهة
Yesterday,أمس
You are ready to work in Core ERP.,أنت جاهز للعمل في ERP الأساسي.
zebra,بند واجهة
Zone,بند واجهة
{0} is required.,{0} is مطلوب.
{0} must be unique. Existing asset: {1},بند واجهة
{0}: account must belong to the same company.,يجب أن بند واجهة ينتمي إلى نفس الشركة.
{0}: invalid account for company.,بند واجهة
{0}: invalid GL account.,GL — بند واجهة
{0}: must be a leaf account.,يجب أن {0}: بند واجهة.
✅ Handover,✅ التسليم
🎯 CRM,🎯 إدارة العملاء
🏗️ Projects,🏗️ المشاريع
🏢 Organization,🏢 التنظيم والإعداد
🏢 Organization & Setup,🏢 التنظيم والإعداد
🏢 Portfolio,🏢 المحفظة العقارية
👥 HR & Users,👥 الموارد البشرية والمستخدمون
💰 Billing · Finance · ERP,💰 الفوترة · المالية · ERP
💰 Commissions,💰 العمولات
💰 Finance & ERP,💰 المالية · ERP
💰 Owner & CAM,💰 المالك والمصاريف المشتركة
📈 Reports,📈 التقارير
📊 Analytics,📊 التحليلات
📊 Dashboards,📊 لوحات المعلومات
📊 Dashboards & Portals,📊 لوحات المعلومات والبوابات
📊 Dashboards & portals,📊 لوحات المعلومات والبوابات
📋 Commercial,📋 التجاري
📋 Leasing,📋 التأجير
📋 Operations,📋 العمليات
📐 BOQ & inventory,📐 جدول الكميات والمخزون
📦 Inventory & Supply,📦 المخزون والتوريد
🔗 Integration,🔗 التكامل
🚚 Field operations,🚚 العمليات الميدانية
🛡️ Compliance,🛡️ الامتثال
